collection,venueType,feature,category,definition
occupant,,occupant,popcorn,Stores specializing in gourmet and flavored popcorns. 
occupant,,occupant,popup,"A temporary restaurant or food establishment, typically only available for a few nights, weeks, or months at various locations (from hotel courtyards and defunct restaurants to existing restaurants that are closed at night). Pop-up restaurants usually feature a specific chef/cusine and are an effective way for young professionals to gain exposure of their skills, providing a launching pad for chefs to attract investors and/or open full-time restaurants. Sometimes, businesses will even test the market out by opening a pop-up restaurant first. (Note: although often interchangeable with one another, Supper Clubs are usually less advertised, more exclusive (some are invite-only; ""speakeasies"" of restaurants) and feature different chefs/menus.) "
occupant,,occupant,popupshops,A permanent space for temporary retail businesses.
occupant,,occupant,portuguese,An establishment specializing in Portuguese cuisine
occupant,,occupant,portuguese.alentejo,"A restaurant serving cuisine from Alentejo, a region of south-central and southern Portugal."
occupant,,occupant,portuguese.algarve,"A restaurant serving cuisine from Algarve, the southernmost region of continental Portugal"
occupant,,occupant,portuguese.azores,A restaurant serving cuisine from the Azorean islands of Portugal.
occupant,,occupant,portuguese.beira,A restaurant serving cuisine from the traditional Beira province of Portugal.
occupant,,occupant,portuguese.fadohouse,"A restaurant specializing in Portuguese gastronomy and hosting performances of Fado, a traditional folk music made popular in the Lisbon area of Portugal."
occupant,,occupant,portuguese.madeira,"A restaurant specializing in the cuisine from Madeira, a Portuguese archipelago located in the north Atlantic Ocean."
occupant,,occupant,portuguese.minho,A restaurant serving cuisine from the traditional Minho province of northwestern Portugal.
occupant,,occupant,portuguese.ribatejo,A restaurant serving cuisine from the traditional Ribatejo province of central Portugal.
occupant,,occupant,portuguese.trasosmontes,A restaurant serving cuisine from the traditional Trás-os-Montes e Alto Douro province of northeastern Portugal.
occupant,,occupant,postoffice,A public service responsible for mail services. Non government run operations should go in the shipping centers category
occupant,,occupant,postoffice.authorizedagent,A licensed professional authorized to offer postal services. 
occupant,,occupant,potatoes,A food establishment specializing in baked or jacket potatoes and other potato based dishes.
occupant,,occupant,poutineries,"An establishment specialize in serving Poutine (hot chips, gravy and cheese curds)."
occupant,,occupant,prenatal,A business or service that offers care and guidance to people through their pregnancy (prenatal) to caring for their new born (perinatal).
occupant,,occupant,preschool,"Schools for children too young to attend elementary school. Should incorporate an element of learning, offering more than a typical daycare."
occupant,,occupant,pretzels,"Businesses that specialize in the sale of pretzels, a crisp biscuit baked in the form of a knot, or a stick, and flavored with salt. "
occupant,,occupant,preventivemedicine,"A doctor/professional who specializes in preventing diseases and illnesses (rather than treating them). Although many physicians practice preventive medicine, this category should only be used for specialists who DO NOT offer treatment."
occupant,,occupant,printmedia,A business or organization that creates media to be read. These include newspapers and magazine publishers.
occupant,,occupant,privateinvestigation,"A business or organization who can be hired to perform private detective work, independent of law enforcement"
occupant,,occupant,privatejetcharter,A business that offers private transportation by jet.
occupant,,occupant,privateschool,"Independent, non-governmental schools, that are not administered by local, state or national governments."
occupant,,occupant,privateshuttlebus,A private company offering bus transportation.
occupant,,occupant,professionalservices,
occupant,,occupant,professionalsportsteam,"Sports teams on the national and professional level (e.g. football, baseball, basketball, hockey). Do not use for amateur sports leagues."
occupant,,occupant,propertymanagement,A business that manages the facilities of rentalservices properties including general upkeep and repairs.
occupant,,occupant,psychiatrists,Doctors specializing in the treatment of emotional and mental disorders. Do not use for psychologists (psychiatrists have MDs and can proscribe medication).
occupant,,occupant,psychiatry,A business or clinic offering services in psychiatric care and mental health counseling.
occupant,,occupant,psychic,"Individuals specializing in psychic advisory services, i.e. fortune-tellers. Do not use with medical professions."
occupant,,occupant,psychology,A professional (usually with a PhD or Doctor of Psychology) offering the diagnoses and treatment of mental disorders. Psychologists (as opposed to psychiatrists) lack medical degrees and are unable to prescribe medications. 
occupant,,occupant,pub,A bar that offers a casual setting and comfortable seating. Offers meals and more of a family atmosphere than a regular bar.
occupant,,occupant,publicart,"Any art which is exhibited in a public space, usually outdoor and permanent/semi-permanent. Common locations include parks, city plazas, walls (murals), outside corporate buildings, and sidewalks. Unlike street art, public art is usually commissioned by an art gallery or other commisioning bodies and created by specifically picked artists."
